Name	Positive_rating	Played_time..h.	Time_to_finish..h.	Developer	Release_date
Super Toy Cars	58	1.9	2	Eclipse Games	06-Jun-2014
Memoria	89.8	1.9	9	Daedalic Entertainment	29-Aug-2013
Outland	80.9	1.88	7	Housemarque	29-Sep-2014
The Rollingball's Melody	30	1.87	No time registered yet	Torkal Games	NA
Edna & Harvey: The Breakout	84.7	1.85	9	Daedalic Entertainment	25-Oct-2013
Out There Somewhere	93.1	1.85	2	MiniBoss	14-Mar-2016
Dead Space (2008)	91.6	1.83	11	EA Redwood Shores	09-Jan-2009
Door Kickers	94.6	1.83	7	KillHouse Games	20-Oct-2014
DOOM 64	94.1	1.83	7	id Software, Nightdive Studios	19-Mar-2020
Ion Assault	69.6	1.82	2	Coreplay	17-Nov-2010
Really Big Sky	75.5	1.8	5	Boss Baddie	24-Feb-2012
Rust	87	1.8	23	Facepunch Studios	08-Feb-2018
Rusty Lake Hotel	95.9	1.8	2	Rusty Lake	29-Jan-2016
Post Apocalyptic Mayhem	84.1	1.78	1	Steel Monkeys	17-Mar-2011
The Escapists 2	90.4	1.77	16	Team17, Mouldy Toof Studios	21-Aug-2017
Burnout Paradise: The Ultimate Box	87.1	1.75	11	Criterion Games	12-Mar-2009
Free to Play	95.1	1.75	1	Valve	19-Mar-2014
Sanctum 2	90	1.73	12	Coffee Stain Studios	15-May-2013
Worms Clan Wars	78.2	1.73	8	Team17 Digital Ltd	15-Aug-2013
Rabbit Hole 3D: Steam Edition	62.9	1.73	0	Somi	25-Apr-2014
The Novelist	74.8	1.72	2	Orthogonal Games	10-Dec-2013
PAC-MAN™ CHAMPIONSHIP EDITION 2	69.4	1.7	5	BANDAI NAMCO Studios Inc.	13-Sep-2016
BIT.TRIP BEAT	80.5	1.68	3	Gaijin Games	02-Nov-2010
Rush Bros	60.9	1.68	3	XYLA Entertainment	24-May-2013
Doorways: Prelude	62.2	1.68	No time registered yet	Saibot Studios	20-Sep-2013
GEARCRACK Arena	55.1	1.67	0	Walter Machado	NA
gravilon	60.3	1.67	1		30-Mar-2015
Stranded In Time	79.8	1.67	2	DQ Team, Hidden Hallow Studio	17-Jul-2015
Save me Mr Tako: Tasukete Tako-San	57.7	1.67	16	Christophe Galati, Nicalis, Inc.	30-Oct-2018
Mashed	79.5	1.65	3	Supersonic Software	24-Apr-2014
Gone Home	76.8	1.65	2	Fullbright	15-Aug-2013
Fable III	NA	1.62	13		NA
Valdis Story: Abyssal City	84.1	1.62	11	Endlessfluff Games	30-Oct-2013
Lilly and Sasha: Curse of the Immortals	80.5	1.62	No time registered yet	John Wizard	28-Apr-2015
Batman: Arkham Asylum GOTY Edition	96.3	1.6	11	Rocksteady Studios	26-Mar-2010
Carnage Racing	63.3	1.6	No time registered yet		NA
Swipecart	45.6	1.6	0	Micro Factory Games	08-May-2014
Ultimate General: Gettysburg	81	1.6	6	Game-Labs	16-Oct-2014
Memories of a Vagabond	80.5	1.6	3	Darkelite Studio Inc	07-Jul-2014
Polarity	79.8	1.6	1	Bluebutton Games	15-Jul-2016
Total War: EMPIRE - Definitive Edition	91	1.58	44	CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)	04-Mar-2009
Oddworld: Abe's Oddysee	85.5	1.58	13	Oddworld Inhabitants	28-Aug-2008
Penguins Arena: Sedna's World	89.4	1.58	1	Frogames	18-Dec-2008
Defy Gravity	86	1.58	2	Paul Fisch	18-Mar-2016
Closure	85.7	1.58	6	Eyebrow Interactive	07-Sep-2012
Football Manager 2013	NA	1.58	289	Sports Interactive	NA
Deadlight	78.9	1.58	4	Tequila Works, S.L.	25-Oct-2012
FLY'N	86.3	1.58	9	Ankama Games	09-Nov-2012
Sang-Froid - Tales of Werewolves	87.8	1.58	9	Artifice Studio	05-Apr-2013
No Time to Explain	69.5	1.58	2	tinyBuild	NA
Kingdom Wars	67.7	1.58	No time registered yet	Reverie World Studios	01-Apr-2013
Remember Me	83.1	1.58	10	DONTNOD Entertainment	06-Jun-2013
Element4l	83.5	1.58	4	I-Illusions	24-May-2013
The Swapper	94.5	1.58	5	Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano	30-May-2013
Jazzpunk: Director's Cut	92.9	1.58	2	Necrophone Games	07-Feb-2014
Paranautical Activity: Deluxe Atonement Edition	68.9	1.58	4	Digerati Distribution	20-Oct-2014
Among the Sleep	87.8	1.58	2	Krillbite Studio	29-May-2014
Race The Sun	93.7	1.58	5	Flippfly LLC	09-Dec-2013
Knights and Merchants	84.2	1.58	47	Topware Interactive	14-Oct-2013
Enclave	79.3	1.58	8	Starbreeze	04-Oct-2013
Volgarr the Viking	81.3	1.58	9	Crazy Viking Studios	13-Sep-2013
Soundodger+	90.2	1.58	2	Studio Bean	11-Oct-2013
Hero of the Kingdom	93.4	1.58	3	Lonely Troops	14-Nov-2013
The Incredible Adventures of Van Helsing	83.1	1.58	13	NeocoreGames	22-May-2013
One Way Heroics	94.2	1.58	2	Smoking WOLF	28-Feb-2014
Aviator - Bush Pilot	18.9	1.58	2	Netmin Games	04-Nov-2014
Robot Rescue Revolution	68.4	1.58	No time registered yet	Teyon	11-Jul-2014
Battleplan: American Civil War	47.9	1.58	8	The Mustard Corporation	04-Jul-2014
ReignMaker	62.1	1.58	0	Frogdice	16-Apr-2014
Deus Ex: The Fall	35.4	1.58	4		17-Mar-2014
Kill The Bad Guy	62.1	1.58	5	Exkee	28-May-2014
Rooms: The Main Building	82.8	1.58	3	HandMade Game	11-Jul-2014
Back to Bed	81.1	1.58	1	Bedtime Digital Games	06-Aug-2014
Squishy the Suicidal Pig	83.9	1.58	9	Tomi Maarela, Elias Viglione	23-Oct-2014
Platypus II	60.7	1.58	3	Idigicon	15-Aug-2014
Sinister City	66	1.58	2	Jetdogs Studios	20-Oct-2014
The Marvellous Miss Take	81.8	1.58	6	Wonderstruck	20-Nov-2014
One Night	40.2	1.58	3	Rinat Mirzasalikhov	NA
Make it indie!	46.3	1.58	0	Sometimes You	01-Apr-2015
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad	95.2	1.58	2	marbenx	02-Sep-2015
AoF Chess Club 2.0	28.3	1.58	No time registered yet	none	04-Nov-2015
Waveform	82.9	1.58	6	Eden Industries	20-Mar-2012
Marvel vs. Capcom: Infinite	62.7	1.58	4	Capcom	19-Sep-2017
Save Room - Organization Puzzle	97.8	1.58	1	Fractal Projects	28-Apr-2022
The Binding of Isaac	95.3	1.57	11	Edmund McMillen, Florian Himsl	28-Sep-2011
Toki Tori 2+	85.1	1.57	9	Two Tribes	11-Jul-2013
Gun Monkeys	54.6	1.57	0	Size Five Games	NA
Lilly Looking Through	75.2	1.57	2	Geeta Games	01-Nov-2013
Beatbuddy: Tale of the Guardians	76.3	1.55	5	Threaks	06-Aug-2013
Crystals of Time	65	1.55	3	RVL Games, exosyphen studios	13-Jun-2014
Keep Talking and Nobody Explodes	97.8	1.55	5	Steel Crate Games	08-Oct-2015
DISTRAINT: Deluxe Edition	93.3	1.55	2	Jesse Makkonen	21-Oct-2015
Dominique Pamplemousse	76.2	1.53	1	Squinkifer Productions	11-Mar-2014
Card City Nights	88.6	1.53	10	Ludosity	14-Feb-2014
Commando Jack	50.7	1.53	3	Colossal Games	22-Aug-2014
Boson X	92.4	1.53	3	Ian MacLarty, Jon Kerney	15-Sep-2014
Zup! F	97.3	1.53	1	Quiet River	11-Dec-2019
Syberia	88.5	1.52	10	Microids	19-May-2011
LUFTRAUSERS	91.3	1.52	4	Vlambeer	18-Mar-2014
Strike Suit Infinity	83.7	1.52	6	Born Ready Games Ltd.	30-Apr-2013
Takedown: Red Sabre	40.8	1.52	5	Serellan LLC	10-Feb-2014
Major Mayhem	83.2	1.52	3	Rocket Jump	24-Feb-2014
FORCED	73.9	1.52	8	BetaDwarf	24-Oct-2013
PARTICLE MACE	87.9	1.52	3	Andy Wallace	22-Jan-2015
Far Cry® 3 Blood Dragon	88.5	1.52	4	Ubisoft Montreal	01-May-2013
Nova-111	77.8	1.52	6	Funktronic Labs	25-Aug-2015
Ukrainian Ninja	75.8	1.52	2	Michael Kissinger, Marco Hulden, Shaun Egan, Joshua Marks, Denys Ovsiannykov	23-Dec-2014
Purgatory	60.6	1.52	3	Eduard Mirica	22-Jun-2016
SpaceChem	92	1.5	43	Zachtronics	02-Mar-2011
PixelJunk Eden	80.1	1.5	9	Q-Games Ltd.	02-Feb-2012
Tiny and Big: Grandpa's Leftovers	91.7	1.5	3	Black Pants Studio	19-Jun-2012
Cargo Commander	81.9	1.5	12	Serious Brew	01-Nov-2012
No Time To Explain Remastered	79	1.5	2	tinyBuild	17-Jul-2015
Anomaly 2	79.7	1.5	6	11 bit studios	15-May-2013
Zack Zero	64.8	1.5	4	Crocodile Entertainment	29-Apr-2013
EvilQuest	87.9	1.5	4	Chaosoft Games	20-Feb-2014
Street Racing Syndicate	84	1.5	12	Eutechnyx	24-Apr-2014
Overcast - Walden and the Werewolf	60.9	1.5	1	Microblast Games	18-Apr-2014
Sweet Lily Dreams	52.4	1.5	14	RosePortal Games	16-May-2014
Desert Ashes	54.7	1.5	0	Nine Tales Digital	10-Nov-2014
Thief Town	78.1	1.5	0	Rude Ghost	04-Dec-2014
Down To One	38.2	1.5	No time registered yet	Gadget Games	07-Jan-2016
Sunless Sea	83.2	1.5	19	Failbetter Games	06-Feb-2015
Teddy Floppy Ear - Mountain Adventure	88.2	1.5	1	Forever Entertainment S. A.	09-Jan-2015
Zup! Zero	93.6	1.5	1	Quiet River	06-Apr-2017
This War of Mine	93	1.45	11	11 bit studios	14-Nov-2014
Despair	34.3	1.43	1	AGC	12-May-2015
Human: Fall Flat	94.7	1.43	6	No Brakes Games	22-Jul-2016
I Am Bread	77.7	1.42	3	Bossa Studios	09-Apr-2015
METAL SLUG 2	87.4	1.42	1	SNK CORPORATION, Dotemu	14-Apr-2016
Worms Revolution	87	1.37	16	Team17 Digital Ltd	10-Oct-2012
Slender: The Arrival	88.1	1.35	2	Blue Isle Studios	28-Oct-2013
Apollo4x	29.4	1.35	4	Digital Entertainment	05-May-2015
TERA	79.2	1.33	32	Bluehole, Inc.	NA
8infinity	68.5	1.33	0	ENTERi	23-Sep-2016
METAL SLUG XX	49.8	1.32	1	SNK CORPORATION	31-Jan-2019
Tony Hawk's Pro Skater HD	61.9	1.3	5	Robomodo	NA
The Vanishing of Ethan Carter Redux	NA	1.3	4	The Astronauts	NA
Windjammers 2	87.9	1.28	1	Dotemu	20-Jan-2022
Virtua Tennis 4	71.6	1.25	9	SEGA	24-Jun-2011
Resident Evil Village Gold Edition Gameplay Demo	NA	1.25	NA		20-Oct-2022
Solar Flux	74.7	1.2	3	Firebrand Games	24-Oct-2013
The Incredible Adventures of Van Helsing: Final Cut	76.2	1.2	19	NeocoreGames	06-Nov-2015
The Last Door: Season 2 - Collector's Edition	94.3	1.2	6	The Game Kitchen	29-Mar-2016
SOULCALIBUR VI	82.1	1.2	7	BANDAI NAMCO Studios Inc., Dimps Corporation	18-Oct-2018
The Land of Dasthir	37.5	1.2	No time registered yet	RPG Video	09-Jan-2017
Zup! Z	97.3	1.18	1	Quiet River	21-Dec-2020
Strip 'Em	NA	1.17	1	DreamBig Games	17-Apr-2020
Battlefield: Bad Company™ 2	84.9	1.15	7	DICE	02-Mar-2010
Containment: The Zombie Puzzler	79.6	1.15	3	Bootsnake Games	02-Mar-2012
TEKKEN 7	82.4	1.05	4	BANDAI NAMCO Studios Inc.	01-Jun-2017
8-Bit Bayonetta	86.9	1.02	0	PlatinumGames, Bitbaboon	NA
ARK: Survival Evolved	82.6	0.98	57	Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC	27-Aug-2017
Hyper Knights: Battles	60	0.97	1	Endless Loop Studios	04-Dec-2017
99Vidas	79.6	0.95	4	QUByte Interactive	22-Dec-2016
100 hidden eternals	92.5	0.9	0	Anatoliy Loginovskikh	09-Dec-2020
Resident Evil 7 Teaser: Beginning Hour	88.6	0.88	1	CAPCOM Co., Ltd.	18-Dec-2016
Zup! 9	95.8	0.88	1	Quiet River	24-Jun-2019
The Dark Pictures Anthology: Man of Medan	74.2	0.87	4	Supermassive Games	29-Aug-2019
The Expendabros	97.2	0.85	1	Free Lives	05-Aug-2014
MakeThatMoney	45.7	0.75	No time registered yet	EcoGames	22-Mar-2017
Pang Adventures	80.1	0.72	3	Dotemu	18-Apr-2016
PRO EVOLUTION SOCCER 2019	54.1	0.72	30	Konami Digital Entertainment	29-Aug-2018
Sacred Citadel	68.8	0.7	5	Southend	16-Apr-2013
Resident Evil 2 \1-Shot Demo\	92.1	0.68	1	CAPCOM Co., Ltd.	NA
Barro	78.5	0.63	1	SC Jogos	28-Mar-2018
Crash Time 2	56.6	0.62	9		27-Aug-2009
Disney's Hercules	88.6	0.6	3	Disney Interactive	17-May-2019
Sonic CD	89.6	0.58	2	Blit Software	19-Jan-2012
Mortal Kombat Komplete Edition	91.1	0.58	9	NetherRealm Studios, High Voltage Software	NA
Emergency 2014	63.3	0.57	8	Sixteen Tons Entertainment	15-Nov-2013
FlatOut: Ultimate Carnage	86.7	0.57	15	Bugbear Entertainment	26-Aug-2008
Quake II	91	0.53	8	id Software	03-Aug-2007
Pro Evolution Soccer 2015	67.4	0.53	47	KONAMI Digital Entertainment	NA
Montaro : RE	95.8	0.53	1	JCKSLAP, Sherlerk, 我師父的徒兒, Eazie	23-Nov-2018
Marvel: Ultimate Alliance 2	52.8	0.52	9	Zoë Mode	26-Jul-2016
Need for Speed: Undercover	74.8	0.5	11	EA Black Box	19-Dec-2008
Hospital Tycoon	40.6	0.5	5	Deep Red Limited	13-Feb-2009
Nosgoth	74.1	0.5	26	Psyonix	NA
DARK SOULS™ II: Scholar of the First Sin	85.2	0.5	36	FromSoftware, Inc	01-Apr-2015
Half-Life	96.6	0.47	12	Valve	08-Nov-1998
Crysis 2 Maximum Edition	84.9	0.47	9	Crytek Studios	22-Mar-2011
Haydee	85	0.47	11	Haydee Interactive	26-Sep-2016
JUMP FORCE	73.7	0.47	14	Spike Chunsoft Co., Ltd.	14-Feb-2019
Mara	0	0.45	No time registered yet	Defiant Child Games	NA
OVERKILL's The Walking Dead - BETA	NA	0.45	9		NA
Cryostasis	NA	0.43	8		NA
Driver San Francisco	72.7	0.43	9	Ubisoft Reflections	NA
Teenage Mutant Ninja Turtles: Mutants in Manhattan	63.9	0.43	5	PlatinumGames	NA
Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded	81.2	0.42	4	nFusion Interactive	27-Jun-2013
Rayman Legends	90	0.4	10		29-Aug-2013
Tetris® Ultimate	30.1	0.4	1	Ubisoft - San Francisco	10-Dec-2015
Need for Speed™ Most Wanted	77.6	0.4	20	Criterion Games	18-Jun-2020
FUSER	85.3	0.4	10	Harmonix Music Systems, Inc	09-Nov-2020
Sword Coast Legends	54.2	0.38	20	n-Space	NA
Grand Theft Auto 2	92.7	0.37	12	Rockstar North	04-Jan-2008
The Chronicles of Riddick: Assault on Dark Athena	NA	0.37	9	Starbreeze Studios AB	16-Jun-2009
Audiosurf	95.8	0.35	8	Dylan Fitterer	15-Feb-2008
Dragon's Lair	77.1	0.35	1	Digital Leisure Inc.	17-May-2013
Pinball FX2	88.7	0.35	12	Zen Studios	NA
Barro 2020	84.4	0.33	No time registered yet	SC Jogos	01-Nov-2019
Worms Reloaded	86.6	0.32	9	Team17 Digital Ltd	26-Aug-2010
Zup! XS	87	0.32	2	Quiet River	17-Apr-2019
Red Dead Online	84.4	0.32	9	Rockstar Games	01-Dec-2020
Assassin's Creed II	89.4	0.3	19	Ubisoft Montreal	04-Mar-2010
007™ Legends	NA	0.3	6	Eurocom	02-Nov-2012
Alien: Isolation	92.9	0.3	19	Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)	06-Oct-2014
Ridge Racer™ Unbounded	60.1	0.28	8	BUGBEAR	29-Mar-2012
Ride to Hell: Retribution	NA	0.28	9		NA
MARVEL SNAP	NA	0.28	No time registered yet		18-Oct-2022
Child of Light	92.3	0.25	11	Ubisoft Montréal	29-Apr-2014
The Elder Scrolls IV: Oblivion	95.6	0.23	27	Bethesda Game Studios	16-Jun-2009
Alice: Madness Returns	89.1	0.23	14	Spicy Horse Games	17-Jun-2011
Crazy Taxi	85.8	0.23	3	SEGA	04-Mar-2011
Max Payne	89.4	0.23	8	Remedy Entertainment	04-Jan-2008
Orcs Must Die! 3	84.7	0.23	10	Robot Entertainment	23-Jul-2021
Fallout 3 - Game of the Year Edition	80	0.2	16	Bethesda Game Studios	17-Dec-2009
S.T.A.L.K.E.R.: Shadow of Chernobyl	94.5	0.2	15	GSC Game World	20-Mar-2007
Pier Solar and the Great Architects	55.8	0.2	26	WaterMelon	29-Sep-2014
Milk inside a bag of milk inside a bag of milk	97.2	0.2	No time registered yet	Nikita Kryukov	26-Aug-2020
100 hidden snails 2	95	0.2	No time registered yet	Anatoliy Loginovskikh	26-Feb-2021
Beyond Good & Evil	86.7	0.18	11	Ubisoft	13-May-2008
Commandos 3: Destination Berlin	63.3	0.18	13	Pyro Studios	15-Mar-2007
Clive Barker's Jericho	NA	0.18	7		NA
Hitman: Contracts	87.2	0.18	10	Io-Interactive A\/S	21-Jan-2014
Neighbours from Hell	97.5	0.18	3	JoWooD Vienna	07-Nov-2013
Among Us	91.8	0.18	9	Innersloth	16-Nov-2018
Golden Axed: A Cancelled Prototype	82.5	0.18	No time registered yet	The Eccentric Ape, SEGA	NA
Section 8	NA	0.17	3		NA
F1 2010™	69.1	0.17	34	Codemasters - Birmingham Studio	NA
F1 Race Stars	78.5	0.17	13	Codemasters	NA
DOOM (1993)	96.7	0.17	12	id Software	03-Aug-2007
Ghostbusters: The Video Game	92.3	0.17	8	Terminal Reality	NA
Hitman: Codename 47	72.7	0.17	11	IO Interactive A\/S	15-Mar-2007
TrackMania United Forever	94.6	0.17	8	Nadeo	16-Apr-2008
Wolfenstein: The New Order	91.1	0.17	11	MachineGames	19-May-2014
Onimusha 3: Demon Siege	NA	0.15	12		NA
RACE 07	84.9	0.15	4	SimBin	15-Oct-2007
Alien Breed: Impact	73.6	0.15	6	Team17 Software Ltd.	03-Jun-2010
Bully: Scholarship Edition	84.6	0.15	14	Rockstar New England	23-Dec-2010
The Expendables 2 Videogame	61.3	0.15	5	Zootfly	20-Aug-2012
BioShock	94.2	0.15	12	2K Boston, 2K Australia	21-Aug-2007
Amnesia: The Dark Descent	94.7	0.15	8	Frictional Games	08-Sep-2010
Tomb Raider I	85.1	0.15	5	Core Design	28-Nov-2012
Accidental Runner	15.6	0.15	No time registered yet	Albert Espín	NA
Moto Racer  4	61.7	0.15	8	Artefacts Studio	02-Nov-2016
Vinewing	57.1	0.15	NA	Eelooz AB	07-Nov-2017
Roof Rage	89	0.15	0	Early Melon	16-Oct-2019
Kyle is Famous	92	0.15	1	John Szymanski	18-Nov-2019
Space Quest Collection	83.5	0.13	No time registered yet	Sierra	23-Jul-2009
Mirror's Edge	87.6	0.13	6	DICE	14-Jan-2009
Manhunt	69.9	0.13	11	Rockstar North	06-Jan-2011
FUEL	NA	0.13	25		NA
Windborne	52.4	0.13	No time registered yet	Hidden Path Entertainment	17-Feb-2014
100 hidden cats 2	93.8	0.13	No time registered yet	Anatoliy Loginovskikh	17-Jul-2021
Titan Quest	85.2	0.12	26	Iron Lore Entertainment	NA
Prototype	80.5	0.12	11	Radical Entertainment	12-Jun-2009
STAR WARS™ Jedi Knight: Jedi Academy™	96	0.12	10	Raven Software	16-Sep-2009
Prince of Persia: The Sands of Time	85.8	0.12	9	Kudosoft	27-Aug-2009
STAR WARS™ Knights of the Old Republic™	91.1	0.12	29	BioWare, Aspyr (Mac)	05-Sep-2009
Under the Ocean	NA	0.12	No time registered yet		NA
The Harvest	NA	0.12	5		NA
Hex Phase	66.7	0.12	NA	Giovanni Goins	NA
Spore	92.2	0.1	12	Maxis™	19-Dec-2008
Zombie Driver	NA	0.1	5		NA
Half Minute Hero: Super Mega Neo Climax Ultimate Boy	86.4	0.1	5	Opus	27-Sep-2012
Safecracker: The Ultimate Puzzle Adventure	58.1	0.1	4	Kheops Studio	29-Aug-2007
The Plan	92.3	0.1	No time registered yet	Krillbite Studio	14-Feb-2014
The Forest	95.4	0.1	15	Endnight Games Ltd	30-Apr-2018
Quake	96.3	0.1	5	id Software, Nightdive Studios, MachineGames	03-Aug-2007
Duke Nukem	88.2	0.1	5	3D Realms, Interceptor Entertainment	NA
Kane & Lynch: Dead Men	63.7	0.1	5	IO Interactive	13-Dec-2007
eFootball PES 2020	70.8	0.1	65	Konami Digital Entertainment	10-Sep-2019
Prey	NA	0.08	16	Humanhead Studios	NA
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome	74.3	0.08	3	Dejobaan Games, LLC, Owlchemy Labs	23-Nov-2011
Resident Evil: Operation Raccoon City	54.1	0.08	6	Slant Six Games	NA
C-RUSH	22.9	0.08	1	Artnumeris	17-Feb-2014
Project D Online	NA	0.08	No time registered yet		NA
The Chronicles of Narnia - Prince Caspian	100	0.08	11	Traveller's Tales	NA
Raiden IV: OverKill	84	0.08	3	Moss Co., Ltd.	02-Sep-2015
Axiom Verge	91.7	0.08	11	Thomas Happ Games LLC	14-May-2015
Streets Of Kamurocho	76.7	0.08	0	Empty Clip Studios, SEGA	NA
Midnight Club II	87	0.07	12	Rockstar San Diego	04-Jan-2008
Dungeon Siege 2	73.4	0.07	27	Gas Powered Games	16-Aug-2005
Hot Wheels™ World's Best Driver™	26.4	0.07	0	Firebrand Games	NA
Microsoft Flight Simulator X: Steam Edition	86.1	0.07	20	Microsoft Game Studios	18-Dec-2014
Heavy Metal Machines	75	0.07	No time registered yet	Hoplon	NA
WWE 2K16	64.8	0.07	13	Visual Concepts, Yuke's Co., LTD	10-Mar-2016
Doki Doki Literature Club	96.6	0.07	4	Team Salvato	06-Oct-2017
SKYHILL: Black Mist	55	0.07	No time registered yet	Mandragora	11-Jun-2020
Titan Quest: Immortal Throne	91.8	0.05	16	Iron Lore Entertainment	NA
Sine Mora	81.8	0.05	3	Digital Reality	09-Nov-2012
Loadout	86.9	0.05	No time registered yet	Edge of Reality	31-Jan-2014
Duke Nukem: Manhattan Project	89.1	0.05	6	Sunstorm Interactive, 3D Realms, Interceptor Entertainment	NA
WRC Powerslide	NA	0.05	6		NA
Bus Driver	80.6	0.05	7	SCS Software	03-Jun-2014
Robocraft	72.7	0.05	58	Freejam	24-Aug-2017
JumpJet Rex	87.2	0.05	3	TreeFortress Games	21-Apr-2015
The Legends of Owlia	77.8	0.05	No time registered yet	Gradual Games	11-Jan-2017
Gunducky Industries	57.1	0.05	No time registered yet	The Voices Games	28-Aug-2017
Fire & Steel	87.6	0.05	2	Kreatin Studios	14-Dec-2021
World of Goo	94.4	0.03	6	2D BOY	13-Oct-2008
Shattered Horizon	85.1	0.03	21	Futuremark	04-Nov-2009
Counter-Strike: Source	96.3	0.03	73	Valve	01-Nov-2004
Barbie™ Dreamhouse Party™	93.1	0.03	1	Torus Games	19-Nov-2013
Pandemonium	67.4	0.03	7	Crystal Dynamics	08-Oct-2013
Windforge	67.2	0.03	0	Snowed In Studios	11-Mar-2014
Moonrise	67.4	0.03	No time registered yet	Undead Labs	NA
Titan	62.5	0.03	0	Interplay	NA
Fidget Spinner	82.1	0.03	No time registered yet	Antonio Renna	06-Sep-2017
Cactus Canyon	NA	0.03	NA	Barty Games	NA
Stranger Things 3: The Game	88.2	0.03	9	BonusXP	04-Jul-2019
Armor Of Heroes	58.4	0.03	No time registered yet	The Eccentric Ape, SEGA	NA
ENDLESS™ Zone	56.7	0.03	1	The Eccentric Ape, SEGA	NA
Eets	46.3	0.02	5	Klei Entertainment	NA
Sacred Gold	84.8	0.02	19	Studio II	09-Jul-2008
Crasher	NA	0.02	No time registered yet		NA
Shatter	94.1	0.02	3	Sidhe	15-Mar-2010
Worms Armageddon	94.2	0.02	8	Team17 Digital Ltd	19-Mar-2013
Law & Order: Legacies	81.1	0.02	8	Telltale Games	NA
Grand Theft Auto	84.6	0.02	13	Rockstar North	04-Jan-2008
King’s Bounty: Legions	53.6	0.02	No time registered yet	Nival	10-Dec-2013
FEZ	92.5	0.02	6	Polytron Corporation	01-May-2013
SONIC THE HEDGEHOG 4 Episode II	76	0.02	3	SEGA	14-May-2012
Shadow Man	88.3	0.02	15	Acclaim Studios Teesside	18-Oct-2013
Actua Soccer 3	NA	0.02	No time registered yet		NA
GTR Evolution	74.9	0.02	1	SimBin	01-Sep-2008
Tomb Raider II	87	0.02	16	Core Design	28-Nov-2012
Warspear Online	76	0.02	No time registered yet	AIGRIND	02-Nov-2017
Toy Story 3	72.2	0.02	5	Avalanche Software	06-Oct-2014
Brawlhalla	83.6	0.02	62	Blue Mammoth Games	17-Oct-2017
New York Taxi Simulator	24.2	0.02	No time registered yet	Little Freedom Factory	04-Mar-2016
FaeVerse Alchemy	65.7	0.02	10	Subsoap	02-Apr-2014
The Hex	94.2	0.02	5	Daniel Mullins Games	16-Oct-2018
Just Hero	50.8	0.02	0	Anatoliy Loginovskikh	28-Sep-2016
Domina	66.1	0.02	5	Dolphin Barn Incorporated	NA
Trivia Vault: Mixed Trivia	47.4	0.02	No time registered yet	Ripknot Systems	11-Aug-2017
Hentai 3018	77.2	0.02	0	Easy game	31-May-2018
Girlfriend Experience VR	NA	0.02	NA	Night Bushayers	25-Sep-2018
Hentai Secrets	92.5	0.02	No time registered yet	kraken666	31-Jan-2019
Summertime Madness	77.8	0.02	2	DP Games	17-Jun-2021
PICO PARK:Classic Edition	70.5	0.02	1	TECOPARK	27-Apr-2016
Nyheim	67.1	0.02	3	Happy Hobgoblin	31-Jan-2017
Day of Defeat: Source	91.4	0	2	Valve	12-Jul-2010
Day of Defeat	90.1	0	6	Valve	01-May-2003
Deathmatch Classic	82	0	2	Valve	01-Jun-2001
Ricochet	81.9	0	40	Valve	01-Nov-2000
BloodRayne: Terminal Cut	89.9	0	7	Terminal Reality	20-Nov-2020
BloodRayne 2: Terminal Cut	81.7	0	9	Terminal Reality	20-Nov-2020
Dark Messiah of Might & Magic Single Player	91.6	0	10	Arkane Studios	25-Oct-2006
Dark Messiah of Might & Magic Multi-Player	93.1	0	NA	Arkane Studios	25-Oct-2006
Deus Ex: Game of the Year Edition	94.9	0	23	Ion Storm	29-Mar-2007
Thief: Deadly Shadows	81.8	0	17	Ion Storm	29-Mar-2007
Project: Snowblind	75.5	0	6	Crystal Dynamics	29-Mar-2007
Lost Planet: Extreme Condition	81.2	0	8	CAPCOM Co., Ltd.	26-Jun-2007
DOOM 3	89.3	0	11	id Software	03-Aug-2007
DOOM 3: Resurrection of Evil	83.9	0	4	id Software	03-Aug-2007
DOOM 3: BFG Edition	86.2	0	10	id Software	18-Oct-2012
UFO: Afterlight - Old Version	NA	0	NA		NA
UFO: Afterlight	64	0	33	Altar Games	06-Jan-2014
Race: The WTCC Game	72.6	0	3	SimBin	24-Nov-2006
RACE: Caterham Expansion	50	0	No time registered yet	SimBin	22-Jun-2007
Conflict: Denied Ops	51.9	0	6	Pivotal Games	08-Feb-2008
Tom Clancy's Splinter Cell	87.2	0	13	Ubisoft	01-Apr-2008
Assassin's Creed	83.8	0	15	Ubisoft Montreal	09-Apr-2008
Team Fortress Classic	86.6	0	19	Valve	01-Apr-1999
Half-Life: Opposing Force	95.2	0	5	Gearbox Software	01-Nov-1999
Half-Life: Blue Shift	91.7	0	3	Gearbox Software	01-Jun-2001
Half-Life: Source	71.1	0	11	Valve	01-Jun-2004
Half-Life 2: Deathmatch	90.5	0	3	Valve	01-Nov-2004
Half-Life 2: Lost Coast	88.8	0	No time registered yet	Valve	27-Oct-2005
Half-Life Deathmatch: Source	74.2	0	3	Valve	01-May-2006
